,invoice,stockcode,description,quantity,invoicedate,price,customerid,country,segment
692,C491614,22333,RETRO SPORT PARTY BAG + STICKER SET,-7,2009-12-11 13:55:00,1.65,15179,United Kingdom,Champions
693,C491614,21155,RED SPOTTY PEG BAG,-1,2009-12-11 13:55:00,2.1,15179,United Kingdom,Champions
694,C491614,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-5,2009-12-11 13:55:00,1.25,15179,United Kingdom,Champions
695,C491614,22334,DINOSAUR PARTY BAG + STICKER SET,-7,2009-12-11 13:55:00,1.65,15179,United Kingdom,Champions
696,C491616,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2009-12-11 13:57:00,9.95,14156,EIRE,Champions
697,C491615,82482,WOODEN PICTURE FRAME WHITE FINISH,-6,2009-12-11 13:57:00,2.55,18094,United Kingdom,Loyal Customers
698,C491615,21231,SWEETHEART CERAMIC TRINKET BOX,-12,2009-12-11 13:57:00,1.25,18094,United Kingdom,Loyal Customers
699,C491618,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-2,2009-12-11 14:08:00,2.95,14627,United Kingdom,At Risk
700,C491618,21490,SET OF THREE 50'S GIFT WRAPS ,-4,2009-12-11 14:08:00,1.95,14627,United Kingdom,At Risk
701,C491618,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2009-12-11 14:08:00,2.95,14627,United Kingdom,At Risk
702,C491618,22283,6 EGG HOUSE PAINTED WOOD,-1,2009-12-11 14:08:00,7.95,14627,United Kingdom,At Risk
703,C491618,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-2,2009-12-11 14:08:00,4.95,14627,United Kingdom,At Risk
704,C491619,21843,RETRO SPOT CAKE STAND,-1,2009-12-11 14:08:00,10.95,14911,EIRE,Champions
705,C491620,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2009-12-11 14:09:00,7.95,13768,United Kingdom,At Risk
706,C491620,22072,TEA CUP AND SAUCER RETRO SPOT,-3,2009-12-11 14:09:00,3.75,13768,United Kingdom,At Risk
707,C491620,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2009-12-11 14:09:00,4.95,13768,United Kingdom,At Risk
708,C491620,21843,RETRO SPOT CAKE STAND,-1,2009-12-11 14:09:00,10.95,13768,United Kingdom,At Risk
709,C491621,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2009-12-11 14:10:00,3.75,14625,United Kingdom,Loyal Customers
710,C491623,POST,POSTAGE,-1,2009-12-11 14:20:00,15.0,16253,United Kingdom,Loyal Customers
711,C491626,21766,VINTAGE WOOD ORGANISER,-2,2009-12-11 14:31:00,16.95,16512,United Kingdom,
712,C491632,20783,HEART EAR MUFF HEADPHONES,-1,2009-12-11 15:14:00,5.49,17841,United Kingdom,Champions
713,C491632,84689,S/2 BEACH HUT TREASURE CHESTS,-1,2009-12-11 15:14:00,5.95,17841,United Kingdom,Champions
714,C491650,84706B,FAIRY CAKES TABLE CLOCK,-1,2009-12-13 10:32:00,8.95,14685,United Kingdom,Loyal Customers
715,C491676,85136C,RED SHARK HELICOPTER,-13,2009-12-13 12:09:00,7.95,14685,United Kingdom,Loyal Customers
716,C491676,21679,SKULLS  STICKERS,-6,2009-12-13 12:09:00,0.85,14685,United Kingdom,Loyal Customers
717,C491676,21677,HEARTS  STICKERS,-6,2009-12-13 12:09:00,0.85,14685,United Kingdom,Loyal Customers
718,C491676,21868,POTTING SHED TEA MUG,-12,2009-12-13 12:09:00,1.25,14685,United Kingdom,Loyal Customers
719,C491689,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-13 13:06:00,1.25,14606,United Kingdom,Champions
720,C491693,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,-1,2009-12-13 13:22:00,4.25,14514,United Kingdom,Loyal Customers
721,C491705,84482,BUTTONS DESIGN JEWELLERY BOX,-6,2009-12-13 14:09:00,3.75,17802,United Kingdom,Loyal Customers
722,C491723,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-32,2009-12-13 16:17:00,2.55,14987,United Kingdom,Champions
723,C491727,21231,SWEETHEART CERAMIC TRINKET BOX,-12,2009-12-14 09:10:00,1.25,12439,Cyprus,At Risk
724,C491727,21166,COOK WITH WINE METAL SIGN ,-12,2009-12-14 09:10:00,1.95,12439,Cyprus,At Risk
725,C491727,18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,-6,2009-12-14 09:10:00,2.55,12439,Cyprus,At Risk
726,C491728,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-4,2009-12-14 09:18:00,4.95,12471,Germany,Champions
727,C491728,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2009-12-14 09:18:00,2.95,12471,Germany,Champions
728,C491728,22301,COFFEE MUG CAT + BIRD DESIGN,-2,2009-12-14 09:18:00,2.55,12471,Germany,Champions
729,C491728,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-14 09:18:00,1.25,12471,Germany,Champions
730,C491728,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2009-12-14 09:18:00,7.95,12471,Germany,Champions
731,C491728,22198,"POPCORN HOLDER , LARGE",-2,2009-12-14 09:18:00,1.65,12471,Germany,Champions
732,C491728,22200,FRYING PAN PINK POLKADOT ,-2,2009-12-14 09:18:00,4.25,12471,Germany,Champions
733,C491739,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2009-12-14 10:51:00,9.95,17886,United Kingdom,Loyal Customers
734,C491740,21527,RETRO SPOT TRADITIONAL TEAPOT ,-3,2009-12-14 10:57:00,6.95,14113,United Kingdom,Champions
735,C491741,21536,DAIRY MAID  SMALL  MILK JUG,-1,2009-12-14 11:00:00,2.1,14113,United Kingdom,Champions
736,C491741,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2009-12-14 11:00:00,6.95,14113,United Kingdom,Champions
737,C491761,21735,TWO DOOR CURIO CABINET,-2,2009-12-14 12:37:00,12.75,16163,United Kingdom,Needs Attention
738,C491808,22073,RETRO SPOT STORAGE JAR,-2,2009-12-14 13:18:00,3.75,12471,Germany,Champions
739,C491818,21752,GLASS CAKE STAND MIRRORED BASE,-2,2009-12-14 13:43:00,14.95,14372,United Kingdom,At Risk
740,C491819,22360,"GLASS JAR, ENGLISH CONFECTIONERY",-2,2009-12-14 13:44:00,2.95,17802,United Kingdom,Loyal Customers
741,C491820,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,-2,2009-12-14 13:49:00,2.95,15015,United Kingdom,Needs Attention
742,C491820,21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,-1,2009-12-14 13:49:00,2.95,15015,United Kingdom,Needs Attention
743,C491820,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,-2,2009-12-14 13:49:00,2.95,15015,United Kingdom,Needs Attention
744,C491820,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,-4,2009-12-14 13:49:00,2.95,15015,United Kingdom,Needs Attention
745,C491821,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2009-12-14 13:50:00,4.95,16206,United Kingdom,Loyal Customers
746,C491822,21743,STAR PORTABLE TABLE LIGHT ,-2,2009-12-14 13:51:00,2.95,13510,United Kingdom,Champions
747,C491823,22111,SCOTTIE DOG HOT WATER BOTTLE,-1,2009-12-14 13:55:00,4.25,13078,United Kingdom,Champions
748,C491823,21463,MIRRORED DISCO BALL ,-1,2009-12-14 13:55:00,4.95,13078,United Kingdom,Champions
749,C491823,35004B,SET OF 3 BLACK FLYING DUCKS,-4,2009-12-14 13:55:00,1.95,13078,United Kingdom,Champions
750,C491824,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,-16,2009-12-14 13:57:00,0.65,16365,United Kingdom,Champions
751,C491827,20754,RETRO RED SPOTTY WASHING UP GLOVES,-6,2009-12-14 14:12:00,2.1,14911,EIRE,Champions
752,C491827,21061,PARTY INVITES FOOTBALL,-12,2009-12-14 14:12:00,0.85,14911,EIRE,Champions
753,C491827,79072,TEATIME CAKE TIN WITH HANDLE,-2,2009-12-14 14:12:00,9.95,14911,EIRE,Champions
754,C491827,21063,PARTY INVITES JAZZ HEARTS,-4,2009-12-14 14:12:00,0.85,14911,EIRE,Champions
755,C491827,22114,HOT WATER BOTTLE TEA AND SYMPATHY,-4,2009-12-14 14:12:00,3.95,14911,EIRE,Champions
756,C491830,35004S,SET OF 3 SILVER FLYING DUCKS,-1,2009-12-14 14:29:00,1.95,14062,United Kingdom,Champions
757,C491836,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2009-12-14 14:37:00,4.95,15684,United Kingdom,At Risk
758,C491838,22302,COFFEE MUG PEARS  DESIGN,-7,2009-12-14 14:39:00,2.55,14113,United Kingdom,Champions
759,C491838,22303,COFFEE MUG APPLES DESIGN,-12,2009-12-14 14:39:00,2.55,14113,United Kingdom,Champions
760,C491842,21981,PACK OF 12 WOODLAND TISSUES ,-24,2009-12-14 14:49:00,0.29,14286,United Kingdom,Loyal Customers
761,C491842,21980,PACK OF 12 RED SPOTTY TISSUES ,-24,2009-12-14 14:49:00,0.29,14286,United Kingdom,Loyal Customers
762,C491962,D,Discount,-1,2009-12-14 16:38:00,0.59,13206,United Kingdom,Loyal Customers
763,C491985,21770,OPEN CLOSED METAL SIGN,-4,2009-12-15 09:46:00,4.95,13097,United Kingdom,Champions
764,C491989,POST,POSTAGE,-2,2009-12-15 10:04:00,18.0,13902,Denmark,Needs Attention
765,C492010,48138,DOOR MAT UNION FLAG,-2,2009-12-15 11:41:00,6.75,13577,United Kingdom,Champions
766,C492013,21955,UNION JACK GUNS & ROSES  DOORMAT,-2,2009-12-15 11:55:00,6.75,13577,United Kingdom,Champions
767,C492013,POST,POSTAGE,-1,2009-12-15 11:55:00,5.0,13577,United Kingdom,Champions
768,C492013,22109,FULL ENGLISH BREAKFAST PLATE,-24,2009-12-15 11:55:00,3.39,13577,United Kingdom,Champions
769,C492180,21258,VICTORIAN SEWING BOX LARGE,-1,2009-12-15 15:28:00,10.95,15311,United Kingdom,Champions
770,C492180,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2009-12-15 15:28:00,8.5,15311,United Kingdom,Champions
771,C492194,21870,I CAN ONLY PLEASE ONE PERSON MUG,-1,2009-12-15 15:57:00,1.25,15768,United Kingdom,Champions
772,C492194,35968,FOLK ART METAL HEART T-LIGHT HOLDER,-1,2009-12-15 15:57:00,0.38,15768,United Kingdom,Champions
773,C492201,84558A,3D DOG PICTURE PLAYING CARDS,-25,2009-12-15 16:15:00,2.95,14062,United Kingdom,Champions
774,C492211,85174,S/4 CACTI CANDLES,-64,2009-12-15 16:45:00,4.25,15971,United Kingdom,Champions
775,C492213,21255,"FRENCH BOTTLE , LAVENDER",-1,2009-12-15 17:04:00,1.65,13089,United Kingdom,Champions
776,C492213,84949,SILVER HANGING T-LIGHT HOLDER,-8,2009-12-15 17:04:00,1.65,13089,United Kingdom,Champions
777,C492280,84949,SILVER HANGING T-LIGHT HOLDER,-1,2009-12-16 11:42:00,1.65,13495,United Kingdom,Champions
778,C492320,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2009-12-16 12:17:00,6.35,14894,United Kingdom,Needs Attention
779,C492400,85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,-2,2009-12-16 15:38:00,4.95,14540,United Kingdom,Champions
780,C492402,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,-12,2009-12-16 15:39:00,0.85,12359,Cyprus,Champions
781,C492402,22047,EMPIRE GIFT WRAP,-200,2009-12-16 15:39:00,0.34,12359,Cyprus,Champions
782,C492422,21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,-1,2009-12-16 17:45:00,14.95,17402,United Kingdom,Champions
783,C492447,47502,POLKADOT CUTLERY 24 PCS IN TRAY,-4,2009-12-17 11:23:00,9.95,15903,United Kingdom,Champions
784,C492496,35004S,SET OF 3 SILVER FLYING DUCKS,-1,2009-12-17 11:48:00,6.35,13564,United Kingdom,Champions
785,C492532,47585A,PINK FAIRY CAKE CUSHION COVER,-1,2009-12-17 12:59:00,3.75,17377,United Kingdom,Champions
786,C492532,21622,VINTAGE UNION JACK CUSHION COVER,-1,2009-12-17 12:59:00,4.95,17377,United Kingdom,Champions
787,C492532,22111,SCOTTIE DOG HOT WATER BOTTLE,-1,2009-12-17 12:59:00,4.95,17377,United Kingdom,Champions
788,C492533,20700,GREEN CAT FLORAL CUSHION COVER ,-1,2009-12-17 13:00:00,3.75,17377,United Kingdom,Champions
789,C492541,22112,CHOCOLATE HOT WATER BOTTLE,-20,2009-12-17 13:38:00,4.95,16908,United Kingdom,At Risk
790,C492575,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2009-12-17 14:26:00,8.5,15311,United Kingdom,Champions
791,C492575,21258,VICTORIAN SEWING BOX LARGE,-1,2009-12-17 14:26:00,10.95,15311,United Kingdom,Champions
792,C492590,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,-2,2009-12-17 15:39:00,5.95,16987,United Kingdom,Champions
793,C492633,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2009-12-17 16:14:00,2.95,12997,United Kingdom,Loyal Customers
794,C492636,21769,VINTAGE POST OFFICE CABINET,-1,2009-12-17 16:24:00,79.95,15498,United Kingdom,Champions
795,C492636,21282,NATURAL BARK CANDLE LARGE,-12,2009-12-17 16:24:00,4.25,15498,United Kingdom,Champions
796,C492636,21283,NATURAL BARK CANDLE SMALL,-12,2009-12-17 16:24:00,3.25,15498,United Kingdom,Champions
797,C492648,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,-1,2009-12-17 17:39:00,16.95,15302,United Kingdom,At Risk
798,C492649,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2009-12-17 17:41:00,7.95,16670,United Kingdom,Champions
799,C492649,22073,RETRO SPOT STORAGE JAR,-1,2009-12-17 17:41:00,3.75,16670,United Kingdom,Champions
800,C492651,M,Manual,-1,2009-12-17 17:44:00,803.25,14911,EIRE,Champions
801,C492653,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2009-12-17 17:47:00,9.95,13834,United Kingdom,At Risk
802,C492653,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-2,2009-12-17 17:47:00,6.75,13834,United Kingdom,At Risk
803,C492653,84608,ORNATE EDWARDIAN CANDLE HOLDER,-2,2009-12-17 17:47:00,7.95,13834,United Kingdom,At Risk
804,C492653,21752,GLASS CAKE STAND MIRRORED BASE,-1,2009-12-17 17:47:00,14.95,13834,United Kingdom,At Risk
805,C492653,POST,POSTAGE,-1,2009-12-17 17:47:00,22.0,13834,United Kingdom,At Risk
806,C492654,21826,EIGHT PIECE DINOSAUR SET,-1,2009-12-17 17:48:00,1.25,16717,United Kingdom,Champions
807,C492654,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-7,2009-12-17 17:48:00,1.25,16717,United Kingdom,Champions
808,C492654,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2009-12-17 17:48:00,2.95,16717,United Kingdom,Champions
809,C492655,22191,EAU DE NIL DINER WALL CLOCK,-1,2009-12-17 17:50:00,7.65,15782,United Kingdom,Champions
810,C492656,35400,WOODEN BOX ADVENT CALENDAR ,-2,2009-12-17 17:51:00,8.95,17476,United Kingdom,At Risk
811,C492657,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2009-12-17 17:52:00,2.55,14290,United Kingdom,Champions
812,C492657,79323P,PINK CHERRY LIGHTS,-1,2009-12-17 17:52:00,5.45,14290,United Kingdom,Champions
813,C492657,79323W, WHITE CHERRY LIGHTS,-1,2009-12-17 17:52:00,5.45,14290,United Kingdom,Champions
814,C492657,79323LP,LIGHT PINK CHERRY LIGHTS,-2,2009-12-17 17:52:00,5.45,14290,United Kingdom,Champions
815,C492658,22191,EAU DE NIL DINER WALL CLOCK,-1,2009-12-17 17:53:00,8.5,15805,United Kingdom,Champions
816,C492660,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2009-12-17 17:56:00,4.95,14112,United Kingdom,Champions
817,C492660,21239,PINK  SPOTTY CUP,-1,2009-12-17 17:56:00,0.85,14112,United Kingdom,Champions
818,C492660,85099B,JUMBO BAG RED WHITE SPOTTY ,-1,2009-12-17 17:56:00,1.95,14112,United Kingdom,Champions
819,C492661,22195,LARGE HEART MEASURING SPOONS,-1,2009-12-17 17:57:00,1.65,14831,United Kingdom,Needs Attention
820,C492661,21843,RETRO SPOT CAKE STAND,-1,2009-12-17 17:57:00,10.95,14831,United Kingdom,Needs Attention
821,C492661,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2009-12-17 17:57:00,7.95,14831,United Kingdom,Needs Attention
822,C492662,21738,COSY SLIPPER SHOES SMALL  RED ,-5,2009-12-17 17:58:00,2.95,13611,United Kingdom,Loyal Customers
823,C492662,22350,CAT BOWL ,-1,2009-12-17 17:58:00,2.55,13611,United Kingdom,Loyal Customers
824,C492663,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2009-12-17 18:00:00,4.95,16202,United Kingdom,Loyal Customers
825,C492664,20682,RED SPOTTY CHILDS UMBRELLA,-1,2009-12-17 18:01:00,3.25,12709,Germany,Champions
826,C492665,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2009-12-17 18:02:00,6.95,15602,United Kingdom,Champions
827,C492665,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-4,2009-12-17 18:02:00,2.75,15602,United Kingdom,Champions
828,C492666,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,-6,2009-12-17 18:04:00,2.95,13089,United Kingdom,Champions
829,C492667,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-1,2009-12-17 18:06:00,2.95,16168,United Kingdom,Champions
830,C492667,85132B,CHARLIE AND LOLA TABLE TINS,-2,2009-12-17 18:06:00,9.95,16168,United Kingdom,Champions
831,C492667,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,-2,2009-12-17 18:06:00,3.75,16168,United Kingdom,Champions
832,C492667,22193,RED DINER WALL CLOCK,-1,2009-12-17 18:06:00,8.5,16168,United Kingdom,Champions
833,C492667,22192,BLUE DINER WALL CLOCK,-1,2009-12-17 18:06:00,8.5,16168,United Kingdom,Champions
834,C492668,85047,WHITE BEADED GARLAND STRING 20LIGHT,-4,2009-12-17 18:08:00,6.35,15680,United Kingdom,Champions
835,C492669,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2009-12-17 18:09:00,2.75,17675,United Kingdom,Champions
836,C492669,85042,ANTIQUE LILY FAIRY LIGHTS,-11,2009-12-17 18:09:00,4.25,17675,United Kingdom,Champions
837,C492670,22231,JIGSAW TREE WITH BIRDHOUSE,-1,2009-12-17 18:10:00,1.45,16351,United Kingdom,Loyal Customers
838,C492670,22228,BUNNY WOODEN PAINTED WITH BIRD ,-1,2009-12-17 18:10:00,0.85,16351,United Kingdom,Loyal Customers
839,C492670,22229,BUNNY WOODEN PAINTED WITH FLOWER ,-2,2009-12-17 18:10:00,0.85,16351,United Kingdom,Loyal Customers
840,C492671,21628,TRIANGULAR POUFFE VINTAGE ,-1,2009-12-17 18:12:00,14.95,13643,United Kingdom,Loyal Customers
841,C492673,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,2009-12-17 18:13:00,1.95,13141,United Kingdom,Champions
842,C492673,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-1,2009-12-17 18:13:00,4.95,13141,United Kingdom,Champions
843,C492672,85044,RED REINDEER STRING OF 20 LIGHTS,-1,2009-12-17 18:13:00,4.95,13643,United Kingdom,Loyal Customers
844,C492674,90214G,"LETTER ""G"" BLING KEY RING",-1,2009-12-17 18:15:00,1.25,14606,United Kingdom,Champions
845,C492674,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,-1,2009-12-17 18:15:00,3.75,14606,United Kingdom,Champions
846,C492674,85063,CREAM SWEETHEART MAGAZINE RACK,-2,2009-12-17 18:15:00,16.95,14606,United Kingdom,Champions
847,C492675,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2009-12-17 18:15:00,7.95,14307,United Kingdom,Loyal Customers
848,C492676,22215,CAKE STAND WHITE TWO TIER LACE,-1,2009-12-17 18:16:00,8.5,13037,United Kingdom,Loyal Customers
849,C492676,21540,DAIRY MAID CERAMIC BUTTER DISH,-3,2009-12-17 18:16:00,4.25,13037,United Kingdom,Loyal Customers
850,C492677,85103, SILVER T-LIGHT SETTING,-2,2009-12-17 18:18:00,6.75,14861,United Kingdom,Loyal Customers
851,C492678,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2009-12-17 18:19:00,1.06,18223,United Kingdom,Champions
852,C492678,21232,STRAWBERRY CERAMIC TRINKET BOX,-10,2009-12-17 18:19:00,1.06,18223,United Kingdom,Champions
853,C492678,22197,"POPCORN HOLDER , SMALL ",-1,2009-12-17 18:19:00,0.85,18223,United Kingdom,Champions
854,C492678,22198,"POPCORN HOLDER , LARGE",-1,2009-12-17 18:19:00,1.65,18223,United Kingdom,Champions
855,C492678,21931,JUMBO STORAGE BAG SUKI,-1,2009-12-17 18:19:00,1.95,18223,United Kingdom,Champions
856,C492679,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,-2,2009-12-17 18:20:00,12.75,13394,United Kingdom,Champions
857,C492681,22109,FULL ENGLISH BREAKFAST PLATE,-7,2009-12-17 18:23:00,3.39,13078,United Kingdom,Champions
858,C492682,21870,I CAN ONLY PLEASE ONE PERSON MUG,-4,2009-12-17 18:24:00,1.25,17469,United Kingdom,Champions
859,C492682,35840,FLAT GLASS  BAUBLE WHITE FLOCK ,-1,2009-12-17 18:24:00,0.85,17469,United Kingdom,Champions
860,C492683,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,-2,2009-12-17 18:25:00,4.95,15805,United Kingdom,Champions
861,C492683,79323GR,GREEN CHERRY LIGHTS,-4,2009-12-17 18:25:00,5.45,15805,United Kingdom,Champions
862,C492683,79323G,GOLD  CHERRY LIGHTS,-3,2009-12-17 18:25:00,5.45,15805,United Kingdom,Champions
863,C492685,22183,CAKE STAND VICTORIAN FILIGREE MED,-1,2009-12-17 18:39:00,6.75,17776,United Kingdom,At Risk
864,C492689,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2009-12-17 18:44:00,16.95,12957,United Kingdom,Champions
865,C492690,85174,S/4 CACTI CANDLES,-2,2009-12-17 18:45:00,4.95,13173,United Kingdom,Champions
866,C492692,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,-3,2009-12-17 18:46:00,4.95,15321,United Kingdom,Loyal Customers
867,C492691,21529,RETRO SPOT CERAMIC TOASTRACK,-2,2009-12-17 18:46:00,3.45,17095,United Kingdom,Loyal Customers
868,C492693,D,Discount,-1,2009-12-17 18:47:00,6.85,13408,United Kingdom,Champions
869,C492698,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2009-12-17 19:04:00,7.95,14341,United Kingdom,Champions
870,C492699,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2009-12-17 19:06:00,6.35,16148,United Kingdom,At Risk
871,C492700,79321,CHILLI LIGHTS,-1,2009-12-17 19:07:00,4.95,16148,United Kingdom,At Risk
872,C492700,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2009-12-17 19:07:00,4.95,16148,United Kingdom,At Risk
873,C492701,85042,ANTIQUE LILY FAIRY LIGHTS,-4,2009-12-17 19:11:00,4.25,16029,United Kingdom,Champions
874,C492702,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-1,2009-12-17 19:15:00,4.95,14122,United Kingdom,At Risk
875,C492704,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-17 19:35:00,1.25,17165,United Kingdom,Needs Attention
876,C492704,22059,CERAMIC STRWBERRY DESIGN MUG,-1,2009-12-17 19:35:00,1.49,17165,United Kingdom,Needs Attention
877,C492709,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,-2,2009-12-18 09:40:00,2.55,12471,Germany,Champions
878,C492709,21843,RETRO SPOT CAKE STAND,-1,2009-12-18 09:40:00,10.95,12471,Germany,Champions
879,C492709,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2009-12-18 09:40:00,4.95,12471,Germany,Champions
880,C492709,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2009-12-18 09:40:00,1.25,12471,Germany,Champions
881,C492709,21525,BEWARE OF THE CAT DOORMAT,-2,2009-12-18 09:40:00,6.75,12471,Germany,Champions
882,C492709,22198,"POPCORN HOLDER , LARGE",-1,2009-12-18 09:40:00,1.65,12471,Germany,Champions
883,C492712,21527,RETRO SPOT TRADITIONAL TEAPOT ,-2,2009-12-18 10:10:00,7.95,12471,Germany,Champions
884,C492715,21232,STRAWBERRY CERAMIC TRINKET BOX,-6,2009-12-18 10:25:00,1.25,13468,United Kingdom,Champions
885,C492721,21315,LARGE GLASS HEART TRINKET POT,-4,2009-12-18 10:54:00,4.25,15858,United Kingdom,Champions
886,C492739,20717,STRAWBERRY SHOPPER BAG,-100,2009-12-18 12:24:00,1.06,14607,United Kingdom,Champions
887,C492758,35004G,SET OF 3 GOLD FLYING DUCKS,-1,2009-12-18 14:08:00,1.95,14031,United Kingdom,Champions
888,C492758,85162A,SILVER RETRODISC LAMPSHADE,-1,2009-12-18 14:08:00,1.95,14031,United Kingdom,Champions
889,C492759,35004G,SET OF 3 GOLD FLYING DUCKS,-1,2009-12-18 14:22:00,5.4,14031,United Kingdom,Champions
890,C492759,85162A,SILVER RETRODISC LAMPSHADE,-1,2009-12-18 14:22:00,8.46,14031,United Kingdom,Champions
891,C492802,22187,GREEN CHRISTMAS TREE CARD HOLDER,-1,2009-12-20 12:05:00,4.25,17231,United Kingdom,Champions
892,C492821,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",-12,2009-12-20 14:44:00,4.95,14404,United Kingdom,Loyal Customers
893,C492826,84946,ANTIQUE SILVER TEA GLASS ETCHED,-1,2009-12-20 15:01:00,1.25,14869,United Kingdom,Loyal Customers
894,C492827,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-20 15:07:00,1.25,15329,United Kingdom,Champions
895,C492827,37441,ASSORTED WHITE EMBOSSED CHINA MUGS,-1,2009-12-20 15:07:00,2.1,15329,United Kingdom,Champions
896,C492828,21554,CERAMIC BIRDHOUSE RED ROOF LARGE,-2,2009-12-20 15:09:00,5.95,14911,EIRE,Champions
897,C492829,85042,ANTIQUE LILY FAIRY LIGHTS,-2,2009-12-20 15:14:00,4.95,17677,United Kingdom,Champions
898,C492829,75049L,LARGE CIRCULAR MIRROR MOBILE,-17,2009-12-20 15:14:00,0.85,17677,United Kingdom,Champions
899,C492829,21843,RETRO SPOT CAKE STAND,-1,2009-12-20 15:14:00,10.95,17677,United Kingdom,Champions
900,C492833,20931,BLUE POT PLANT CANDLE ,-1,2009-12-21 09:38:00,1.25,17696,United Kingdom,Champions
901,C492887,84050,PINK HEART SHAPE EGG FRYING PAN,-13,2009-12-21 12:01:00,1.65,17908,United Kingdom,Needs Attention
902,C492887,21827,EIGHT PIECE CREEPY CRAWLIE SET,-13,2009-12-21 12:01:00,1.25,17908,United Kingdom,Needs Attention
903,C492899,M,Manual,-1,2009-12-21 12:05:00,547.3,12748,United Kingdom,Champions
904,C492911,79321,CHILLI LIGHTS,-23,2009-12-21 12:10:00,4.25,14505,United Kingdom,Champions
905,C492926,21779,MA CAMPAGNE MINI WOODEN CHEST,-1,2009-12-21 12:16:00,8.5,13641,United Kingdom,Needs Attention
906,C492926,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-1,2009-12-21 12:16:00,16.95,13641,United Kingdom,Needs Attention
